vessel_id,vessel_name,current_region,route_corridor,cargo_type,value_usd,priority,status,origin_port,destination_port
V00434,Panama-074,Panama Canal,Panama-Pacific-Corridor,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V00435,Panama-075,Panama Canal,Panama-Pacific-Corridor,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V00436,Panama-076,Panama Canal,Panama-Pacific-Corridor,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V00437,Panama-077,Panama Canal,Panama-Pacific-Corridor,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V00438,Panama-078,Panama Canal,Panama-Pacific-Corridor,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00439,Panama-079,Panama Canal,Panama-Pacific-Corridor,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00440,Panama-080,Panama Canal,Panama-Pacific-Corridor,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V00441,Panama-081,Panama Canal,Panama-Pacific-Corridor,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V00442,Panama-082,Panama Canal,Panama-Pacific-Corridor,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V00443,Panama-083,Panama Canal,Panama-Pacific-Corridor,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00444,Panama-084,Panama Canal,Panama-Pacific-Corridor,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V00445,Panama-085,Panama Canal,Panama-Pacific-Corridor,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V00446,Panama-086,Panama Canal,Panama-Pacific-Corridor,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V00447,Panama-087,Panama Canal,Panama-Pacific-Corridor,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V00448,Panama-088,Panama Canal,Panama-Pacific-Corridor,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00449,Panama-089,Panama Canal,Panama-Pacific-Corridor,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00450,Panama-090,Panama Canal,Panama-Pacific-Corridor,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V00451,Panama-091,Panama Canal,Panama-Pacific-Corridor,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V00452,Panama-092,Panama Canal,Panama-Pacific-Corridor,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V00453,Panama-093,Panama Canal,Panama-Pacific-Corridor,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00454,Panama-094,Panama Canal,Panama-Pacific-Corridor,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V00455,Panama-095,Panama Canal,Panama-Pacific-Corridor,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V00456,Panama-096,Panama Canal,Panama-Pacific-Corridor,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V00457,Panama-097,Panama Canal,Panama-Pacific-Corridor,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V00458,Panama-098,Panama Canal,Panama-Pacific-Corridor,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00459,Panama-099,Panama Canal,Panama-Pacific-Corridor,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00460,Panama-100,Panama Canal,Panama-Pacific-Corridor,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V00461,Panama-101,Panama Canal,Panama-Pacific-Corridor,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V00462,Panama-102,Panama Canal,Panama-Pacific-Corridor,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V00463,Panama-103,Panama Canal,Panama-Pacific-Corridor,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00464,Panama-104,Panama Canal,Panama-Pacific-Corridor,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V00465,Panama-105,Panama Canal,Panama-Pacific-Corridor,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V00466,Panama-106,Panama Canal,Panama-Pacific-Corridor,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V00467,Panama-107,Panama Canal,Panama-Pacific-Corridor,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V00468,Panama-108,Panama Canal,Panama-Pacific-Corridor,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00469,Panama-109,Panama Canal,Panama-Pacific-Corridor,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00470,Panama-110,Panama Canal,Panama-Pacific-Corridor,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V00471,Panama-111,Panama Canal,Panama-Pacific-Corridor,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V00472,Panama-112,Panama Canal,Panama-Pacific-Corridor,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V00473,Panama-113,Panama Canal,Panama-Pacific-Corridor,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00474,Panama-114,Panama Canal,Panama-Pacific-Corridor,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V00475,Panama-115,Panama Canal,Panama-Pacific-Corridor,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V00476,Panama-116,Panama Canal,Panama-Pacific-Corridor,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V00477,Panama-117,Panama Canal,Panama-Pacific-Corridor,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V00478,Panama-118,Panama Canal,Panama-Pacific-Corridor,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00479,Panama-119,Panama Canal,Panama-Pacific-Corridor,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00480,Panama-120,Panama Canal,Panama-Pacific-Corridor,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V00481,Taiwan-001,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V00482,Taiwan-002,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V00483,Taiwan-003,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00484,Taiwan-004,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V00485,Taiwan-005,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V00486,Taiwan-006,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V00487,Taiwan-007,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V00488,Taiwan-008,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00489,Taiwan-009,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00490,Taiwan-010,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V00491,Taiwan-011,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V00492,Taiwan-012,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V00493,Taiwan-013,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00494,Taiwan-014,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
V00495,Taiwan-015,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V00496,Taiwan-016,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V00497,Taiwan-017,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V00498,Taiwan-018,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00499,Taiwan-019,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00500,Taiwan-020,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V00501,Taiwan-021,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V00502,Taiwan-022,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V00503,Taiwan-023,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00504,Taiwan-024,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V00505,Taiwan-025,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V00506,Taiwan-026,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V00507,Taiwan-027,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V00508,Taiwan-028,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00509,Taiwan-029,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00510,Taiwan-030,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
V00511,Taiwan-031,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V00512,Taiwan-032,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V00513,Taiwan-033,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00514,Taiwan-034,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V00515,Taiwan-035,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V00516,Taiwan-036,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V00517,Taiwan-037,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V00518,Taiwan-038,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00519,Taiwan-039,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00520,Taiwan-040,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V00521,Taiwan-041,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V00522,Taiwan-042,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V00523,Taiwan-043,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00524,Taiwan-044,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V00525,Taiwan-045,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V00526,Taiwan-046,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V00527,Taiwan-047,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V00528,Taiwan-048,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00529,Taiwan-049,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00530,Taiwan-050,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V00531,Taiwan-051,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V00532,Taiwan-052,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V00533,Taiwan-053,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00534,Taiwan-054,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V00535,Taiwan-055,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V00536,Taiwan-056,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V00537,Taiwan-057,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V00538,Taiwan-058,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00539,Taiwan-059,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00540,Taiwan-060,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V00541,Taiwan-061,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V00542,Taiwan-062,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V00543,Taiwan-063,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00544,Taiwan-064,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V00545,Taiwan-065,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V00546,Taiwan-066,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V00547,Taiwan-067,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V00548,Taiwan-068,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00549,Taiwan-069,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00550,Taiwan-070,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
V00551,Taiwan-071,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V00552,Taiwan-072,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V00553,Taiwan-073,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00554,Taiwan-074,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V00555,Taiwan-075,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V00556,Taiwan-076,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V00557,Taiwan-077,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V00558,Taiwan-078,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00559,Taiwan-079,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00560,Taiwan-080,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V00561,Taiwan-081,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V00562,Taiwan-082,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V00563,Taiwan-083,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00564,Taiwan-084,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V00565,Taiwan-085,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V00566,Taiwan-086,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V00567,Taiwan-087,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V00568,Taiwan-088,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00569,Taiwan-089,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00570,Taiwan-090,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V00571,Taiwan-091,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V00572,Taiwan-092,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V00573,Taiwan-093,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00574,Taiwan-094,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V00575,Taiwan-095,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V00576,Taiwan-096,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V00577,Taiwan-097,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V00578,Taiwan-098,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00579,Taiwan-099,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00580,Taiwan-100,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V00581,Taiwan-101,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V00582,Taiwan-102,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V00583,Taiwan-103,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00584,Taiwan-104,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V00585,Taiwan-105,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V00586,Taiwan-106,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V00587,Taiwan-107,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V00588,Taiwan-108,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00589,Taiwan-109,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00590,Taiwan-110,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V00591,Taiwan-111,Taiwan Strait,Taiwan-Asia-Tech-Lane,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V00592,Taiwan-112,Taiwan Strait,Taiwan-Asia-Tech-Lane,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V00593,Taiwan-113,Taiwan Strait,Taiwan-Asia-Tech-Lane,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00594,Taiwan-114,Taiwan Strait,Taiwan-Asia-Tech-Lane,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V00595,Taiwan-115,Taiwan Strait,Taiwan-Asia-Tech-Lane,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V00596,Taiwan-116,Taiwan Strait,Taiwan-Asia-Tech-Lane,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V00597,Taiwan-117,Taiwan Strait,Taiwan-Asia-Tech-Lane,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V00598,Taiwan-118,Taiwan Strait,Taiwan-Asia-Tech-Lane,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00599,Taiwan-119,Taiwan Strait,Taiwan-Asia-Tech-Lane,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00600,Taiwan-120,Taiwan Strait,Taiwan-Asia-Tech-Lane,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V00601,South-001,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V00602,South-002,South China Sea,South-China-Trade-Lane,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V00603,South-003,South China Sea,South-China-Trade-Lane,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00604,South-004,South China Sea,South-China-Trade-Lane,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V00605,South-005,South China Sea,South-China-Trade-Lane,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V00606,South-006,South China Sea,South-China-Trade-Lane,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V00607,South-007,South China Sea,South-China-Trade-Lane,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V00608,South-008,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00609,South-009,South China Sea,South-China-Trade-Lane,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00610,South-010,South China Sea,South-China-Trade-Lane,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V00611,South-011,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V00612,South-012,South China Sea,South-China-Trade-Lane,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V00613,South-013,South China Sea,South-China-Trade-Lane,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00614,South-014,South China Sea,South-China-Trade-Lane,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
V00615,South-015,South China Sea,South-China-Trade-Lane,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V00616,South-016,South China Sea,South-China-Trade-Lane,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V00617,South-017,South China Sea,South-China-Trade-Lane,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V00618,South-018,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00619,South-019,South China Sea,South-China-Trade-Lane,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00620,South-020,South China Sea,South-China-Trade-Lane,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V00621,South-021,South China Sea,South-China-Trade-Lane,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V00622,South-022,South China Sea,South-China-Trade-Lane,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V00623,South-023,South China Sea,South-China-Trade-Lane,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00624,South-024,South China Sea,South-China-Trade-Lane,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V00625,South-025,South China Sea,South-China-Trade-Lane,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V00626,South-026,South China Sea,South-China-Trade-Lane,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V00627,South-027,South China Sea,South-China-Trade-Lane,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V00628,South-028,South China Sea,South-China-Trade-Lane,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00629,South-029,South China Sea,South-China-Trade-Lane,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00630,South-030,South China Sea,South-China-Trade-Lane,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
